#Digilent WaveForms Oscilloscope Acquisition
#Device Name: Discovery2
#Serial Number: SN:210321B2DC85
#Date Time: 2023-08-27 14:16:55.005
#Sample rate: 8000Hz
#Samples: 28789
#Trigger: Source: Channel 1 Type: Edge Condition: Rising Level: -11.02 mV Hyst.: Auto HoldOff: 0 s
#Math 1: Function: C1 - C2

Time (s),Math 1 (V)
-16.384,-0.01598708405200363
-16.383875,-0.0076612361286609
-16.38375,-0.007663274616502987
-16.383625,-0.005993620358586678
-16.3835,-0.006325512722319159
-16.383375,-0.007329343764918759
-16.38325,-0.007997205468087215
-16.383125,-0.009332928874424126
-16.383,-0.01133855247177158
-16.382875,-0.01534572269084059
-16.38275,-0.01935085442189267
-16.382625,-0.02269016293779323
-16.3825,-0.02536160975046705
-16.382375,-0.02736519485997242
-16.38225,-0.02936877996947779
-16.382125,-0.03103843422741836
-16.382,-0.0323741576337164
-16.381875,-0.03304201933690429
-16.38175,-0.03237415763373584
-16.381625,-0.03137236507898315
-16.3815,-0.02970271082102314
-16.381375,-0.0270312640083639
-16.38125,-0.02536160975049135
-16.381125,-0.02569554060205128
-16.381,-0.02669733315680396
-16.380875,-0.02803305656314087
-16.38075,-0.02970271082110085
-16.380625,-0.03237211914592779
-16.3805,-0.03471167359479138
-16.380375,-0.03704715106807293
-16.38025,-0.03738312040749925
-16.380125,-0.03771705125908348
-16.38,-0.03771705125907376
-16.379875,-0.03704918955590044
-16.37975,-0.03604739700117691
-16.379625,-0.03471167359482542
-16.3795,-0.03270808848532006
-16.379375,-0.03037057252423047
-16.37925,-0.02769912571153235
-16.379125,-0.02602947145361607
-16.379,-0.02469374804731803
-16.378875,-0.02335802464096168
-16.37875,-0.02168837038304055
-16.378625,-0.02135443953145632
-16.3785,-0.02235623208622358
-16.378375,-0.02335802464096655
-16.37825,-0.02369195549254105
-16.378125,-0.02302409378937746
-16.378,-0.02168837038304055
-16.377875,-0.02001871612511941
-16.37775,-0.01801513101558488
-16.377625,-0.01601154590607466
-16.3775,-0.0136740299450531
-16.377375,-0.01200437568709795
-16.37725,-0.01000079057759258
-16.377125,-0.008331136319671441
-16.377,-0.00632755121014178
-16.376875,-0.004657896952225501
-16.37675,-0.003322173545927464
-16.376625,-0.002654311842739574
-16.3765,-0.002320380991155344
-16.376375,-0.0029882426943238
-16.37625,-0.00399003524909592
-16.376125,-0.005325758655423112
-16.376,-0.005993620358572129
-16.375875,-0.005659689506997622
-16.37575,-0.004323966100660709
-16.375625,-0.002320380991155344
-16.3755,1.509648211162923e-05
-16.375375,0.001352858376305176
-16.37525,0.003690374337326737
-16.375125,0.005360028595281891
-16.375,0.0066957520016188
-16.374875,0.008365406259539939
-16.37475,0.01103685307224778
-16.374625,0.01337436903326934
-16.3745,0.01471009243962083
-16.374375,0.01604581584597718
-16.37425,0.0163797466975614
-16.374125,0.01571188499439295
-16.374,0.01370829988486329
-16.373875,0.01203864562699074
-16.37375,0.01103685307222834
-16.373625,0.01103685307221376
-16.3735,0.01203864562696645
-16.373375,0.01304043818171913
-16.37325,0.01337640752115513
-16.373125,0.01404223073646212
-16.373,0.01471213092747261
-16.372875,0.01537795414280872
-16.37275,0.01571188499439295
-16.372625,0.01671367754914563
-16.3725,0.01871726265867043
-16.372375,0.02005298606496847
-16.37225,0.02138870947130538
-16.372125,0.02138870947132482
-16.372,0.02072084776815636
-16.371875,0.02005298606498791
-16.37175,0.01971905521339882
-16.371625,0.01938512436182431
-16.3715,0.01938512436181945
-16.371375,0.01971905521340368
-16.37125,0.02005298606498791
-16.371125,0.02138870947132482
-16.371,0.02372622543242412
-16.370875,0.02439408713557315
-16.37075,0.02439408713558287
-16.370625,0.02439612562342495
-16.3705,0.02472801798716709
-16.370375,0.02439408713558287
-16.37025,0.02372622543239986
-16.370125,0.02272647136551836
-16.37,0.02239254051392444
-16.369875,0.0223905020260775
-16.36975,0.02138870947132482
-16.369625,0.02072084776815636
-16.3695,0.02038895540440447
-16.369375,0.01971905521341343
-16.36925,0.01871726265866557
-16.369125,0.01871726265865099
-16.369,0.02038691691657214
-16.368875,0.02172264032290904
-16.36875,0.02272443287765686
-16.368625,0.02239050202608236
-16.3685,0.02172264032291876
-16.368375,0.02072084776815636
-16.36825,0.02005298606498791
-16.368125,0.01971905521340368
-16.368,0.02005298606499762
-16.367875,0.02072084776814664
-16.36775,0.02105477861974059
-16.367625,0.0223905020260775
-16.3675,0.02339229458083018
-16.367375,0.02339229458083018
-16.36725,0.02206064815016767
-16.367125,0.0213887094713346
-16.367,0.02005298606498791
-16.366875,0.0177175085917404
-16.36675,0.01604785433381926
-16.366625,0.01604581584597718
-16.3665,0.01637974669756623
-16.366375,0.01671163906129871
-16.36625,0.017379500764472
-16.366125,0.01771547010389831
-16.366,0.01704760840072986
-16.365875,0.01571188499437351
-16.36575,0.0143761615880366
-16.365625,0.01304043818173857
-16.3655,0.01103685307221376
-16.365375,0.009701129665876851
-16.36525,0.009367198814292621
-16.365125,0.009033267962698677
-16.365,0.008365406259515642
-16.364875,0.006695752001643096
-16.36475,0.004358236040529208
-16.364625,0.002354650931023843
-16.3645,0.000684996673102704
-16.364375,-0.0003167958816596973
-16.36425,-0.0009846575848184349
-16.364125,-0.0009846575848184349
-16.364,-0.0009846575848184349
-16.363875,-0.000650726733234205
-16.36375,-0.000650726733234205
-16.363625,-0.001652519288001469
-16.3635,-0.00265431184276387
-16.363375,-0.004323966100636413
-16.36325,-0.004991827803829165
-16.363125,-0.003990035249076483
-16.363,-0.003322173545908027
-16.362875,-0.003322173545917745
-16.36275,-0.00399003524909592
-16.362625,-0.005325758655393956
-16.3625,-0.008331136319671441
-16.362375,-0.01033472142917681
-16.36225,-0.01233830653868217
-16.362125,-0.01534368420299367
-16.362,-0.01901692357039588
-16.361875,-0.02102050867984293
-16.36175,-0.02202230123462477
-16.361625,-0.02435777870787229
-16.3615,-0.02669733315680396
-16.361375,-0.02869887977845755
-16.36125,-0.02803305656314087
-16.361125,-0.02803305656314087
-16.361,-0.02870091826630933
-16.360875,-0.0283669874147251
-16.36075,-0.02736519485997242
-16.360625,-0.02703126400839791
-16.3605,-0.02769912571158094
-16.360375,-0.02936877996945349
-16.36025,-0.03103843422739892
-16.360125,-0.03204022678215161
-16.36,-0.03304201933690429
-16.359875,-0.03404381189167155
-16.35975,-0.03504560444641451
-16.359625,-0.03537953529798903
-16.3595,-0.03537953529799388
-16.359375,-0.0343777427432412
-16.35925,-0.03337595018848852
-16.359125,-0.03237415763371154
-16.359,-0.03070450337583899
-16.358875,-0.0280350950510218
-16.35875,-0.02636340230521973
-16.358625,-0.0246937480472986
-16.3585,-0.0246937480472986
-16.358375,-0.02436185568355157
-16.35825,-0.02402588634413503
-16.358125,-0.0233580246409714
-16.358,-0.02402588634413014
-16.357875,-0.02402588634413014
-16.35775,-0.02369195549254591
-16.357625,-0.02302409378936774
-16.3575,-0.02235623208621872
-16.357375,-0.02102050867989153
-16.35725,-0.01935085442195095
-16.357125,-0.01768120016402982
-16.357,-0.01634547675769291
-16.356875,-0.01400796079655472
-16.35675,-0.01066865228080963
-16.356625,-0.008331136319705456
-16.3565,-0.007663274616502987
-16.356375,-0.0076612361286609
-16.35625,-0.007329343764918759
-16.356125,-0.007997205468106653
-16.356,-0.009332928874404688
-16.355875,-0.0106686522807416
-16.35575,-0.01133651398392949
-16.355625,-0.01167044483551372
-16.3555,-0.01167044483551372
-16.355375,-0.01100258313233555
-16.35525,-0.01033472142918653
-16.355125,-0.008665067171279966
-16.355,-0.006327551210166076
-16.354875,-0.003656104397492256
-16.35475,-0.0009846575848184349
-16.354625,0.001688827715741206
-16.3545,0.004694205379911789
-16.354375,0.00736565219259047
