#Digilent WaveForms Oscilloscope Acquisition
#Device Name: Discovery2
#Serial Number: SN:210321B2DC85
#Date Time: 2023-08-27 14:26:45.891
#Sample rate: 8000Hz
#Samples: 28468
#Trigger: Source: Channel 1 Type: Edge Condition: Rising Level: -11.02 mV Hyst.: Auto HoldOff: 0 s
#Math 1: Function: C1 - C2

Time (s),Math 1 (V)
-16.384,-0.1475415701612947
-16.383875,-0.358290668779942
-16.38375,-0.3345795398296197
-16.383625,-0.2921703216780001
-16.3835,-0.2631203760788599
-16.383375,-0.2427485556439572
-16.38325,-0.207351885376029
-16.383125,-0.1649426672248321
-16.383,-0.1288801737415776
-16.382875,-0.09815853539540592
-16.38275,-0.06910655130842364
-16.382625,-0.04539746084552071
-16.3825,-0.02636340230521973
-16.382375,-0.01100258313234526
-16.38225,0.00101892752468693
-16.382125,0.01137078392393891
-16.382,0.02105477861959967
-16.381875,0.02940304990934628
-16.38175,0.03841918290212042
-16.381625,0.04676745419172612
-16.3815,0.0547817946298642
-16.381375,0.06279613506790024
-16.38125,0.07181226806041199
-16.381125,0.07849088509222774
-16.381,0.08917667234292302
-16.380875,0.1496222334553524
-16.38075,0.1850148267478248
-16.380625,0.2007095767726188
-16.3805,0.2394475940431039
-16.380375,0.2881994598871227
-16.38025,0.32827116207723
-16.380125,0.3690127644583479
-16.38,0.3900483696202101
-16.379875,0.3830358217369608
-16.37975,0.3773589972601941
-16.379625,0.3730178961895165
-16.3795,0.3700145570131005
-16.379375,0.3643356940483266
-16.37925,0.3573231461649655
-16.379125,0.3509784599848457
-16.379,0.343298050398632
-16.378875,0.3362855025152515
-16.37875,0.3286050929288142
-16.378625,0.3215925450455455
-16.3785,0.3139121354590062
-16.378375,0.3068995875757763
-16.37825,0.3025584865053076
-16.378125,0.2972155928798969
-16.378,0.2922066301061334
-16.377875,0.2878655290355385
-16.37775,0.2851940822228355
-16.377625,0.283190497113335
-16.3775,0.2815208428554625
-16.377375,0.279851188597517
-16.37725,0.2771797417848432
-16.377125,0.2738404332690009
-16.377,0.2708350556046797
-16.376875,0.2664939545340848
-16.37675,0.2621528534636161
-16.376625,0.2574778215413738
-16.3765,0.2524688587676103
-16.376375,0.2487956194001839
-16.37625,0.2451223800327039
-16.376125,0.241449140665292
-16.376,0.2387776938526959
-16.375875,0.2371080395947359
-16.37575,0.2374419704463201
-16.375625,0.2381098321494886
-16.3755,0.2381098321494886
-16.375375,0.238109832149508
-16.37525,0.2394455555558061
-16.375125,0.2381098321494886
-16.375,0.2344365927820621
-16.374875,0.2317651459693883
-16.37475,0.2300954917114137
-16.374625,0.226422252344094
-16.3745,0.2227490129766676
-16.374375,0.2177400502028507
-16.37425,0.2130650182806715
-16.374125,0.2087259556979186
-16.374,0.2040488852878245
-16.373875,0.1990399225142068
-16.37375,0.1943648905920228
-16.373625,0.190357720372944
-16.3735,0.1870184118571017
-16.373375,0.1823433799349225
-16.37325,0.1776703865005222
-16.373125,0.1733272469422116
-16.373,0.1676504224652991
-16.372875,0.160971805433532
-16.37275,0.1562988119991948
-16.372625,0.1469446711791523
-16.3725,0.1062051072854441
-16.372375,0.07648729998315482
-16.37225,0.05311214037216661
-16.372125,0.007361575216945171
-16.372,-0.04239208318126266
-16.371875,-0.0851352321840438
-16.37175,-0.1265426577810663
-16.371625,-0.1662804291184329
-16.3715,-0.2020110302380035
-16.371375,-0.2377416313580358
-16.37125,-0.2684632697037848
-16.371125,-0.2958435610458494
-16.371,-0.3225600676608524
-16.370875,-0.3516120517478347
-16.37075,-0.3803301049840832
-16.370625,-0.4100479122876552
-16.3705,-0.4387680040117409
-16.370375,-0.4661503338416476
-16.37025,-0.4908612168591768
-16.370125,-0.5112289603173797
-16.37,-0.5199111624587398
-16.369875,-0.5255900254236401
-16.36975,-0.5349400892679984
-16.369625,-0.5412847754480987
-16.3695,-0.5419526371512429
-16.369375,-0.5402829828933704
-16.36925,-0.536609743525973
-16.369125,-0.5339382967132458
-16.369,-0.5302650573458192
-16.368875,-0.5249221637204716
-16.36875,-0.5192433007556054
-16.368625,-0.5129006530635316
-16.3685,-0.5058860666924306
