#Digilent WaveForms Oscilloscope Acquisition
#Device Name: Discovery2
#Serial Number: SN:210321B2DC85
#Date Time: 2023-08-27 15:58:35.630
#Sample rate: 8000Hz
#Samples: 29379
#Trigger: Source: Channel 1 Type: Edge Condition: Rising Level: -11.02 mV Hyst.: Auto HoldOff: 0 s
#Math 1: Function: C1 - C2

Time (s),Math 1 (V)
-16.384,-0.04167529776988412
-16.383875,-0.09749067369266022
-16.38375,-0.09782460454424445
-16.383625,-0.09782460454424445
-16.3835,-0.09782460454424445
-16.383375,-0.09782460454424445
-16.38325,-0.09749067369266022
-16.383125,-0.09682281198949176
-16.383,-0.09648888113790755
-16.382875,-0.09548708858314997
-16.38275,-0.09515111924373341
-16.382625,-0.09414932668897585
-16.3825,-0.09314957262206526
-16.382375,-0.09214778006731258
-16.38225,-0.0911459875125599
-16.382125,-0.09014419495779265
-16.382,-0.0891424024030691
-16.381875,-0.08813857136045976
-16.38175,-0.08680488644196493
-16.381625,-0.08580309388721226
-16.3815,-0.0844673704808559
-16.381375,-0.08313164707452386
-16.38125,-0.08212985451980033
-16.381125,-0.08112602347719097
-16.381,-0.07979030007085407
-16.380875,-0.07845457666451716
-16.38075,-0.07711885325816567
-16.380625,-0.07611706070339842
-16.3805,-0.07411551408179343
-16.380375,-0.07277979067542738
-16.38025,-0.07111013641750624
-16.380125,-0.06944048215958511
-16.38,-0.0677708279016348
-16.379875,-0.06576724279212945
-16.37975,-0.06376365768268238
-16.379625,-0.06176007257314787
-16.3795,-0.05908862576047404
-16.379375,-0.05675110979938445
-16.37925,-0.05441359383826085
-16.379125,-0.05207607787717122
-16.379,-0.04973652342830762
-16.378875,-0.04673318425185762
-16.37875,-0.0440617374391838
-16.378625,-0.04139029062650998
-16.3785,-0.03871884381379242
-16.378375,-0.03571346614953438
-16.37825,-0.03270808848536379
-16.378125,-0.02970271082106201
-16.378,-0.02703126400838819
-16.377875,-0.02402588634413014
-16.37775,-0.02102050867979434
-16.377625,-0.01567761505443698
-16.3775,-0.00966685972609582
-16.377375,-0.003656104397492256
-16.37725,0.005026097743697664
-16.377125,0.01437616158805603
-16.377,0.02372622543255533
-16.376875,0.03341022012850279
-16.37675,0.04342814567573806
-16.376625,0.05311214037182645
-16.3765,0.06246220421618481
-16.376375,0.0708125139936326
-16.37625,0.07882685443176582
-16.376125,0.08650726401819334
-16.376,0.09351981190125803
-16.375875,0.1005323597846289
-16.37575,0.1078768000316398
-16.375625,0.1142235246995822
-16.3755,0.1205682108797748
-16.375375,0.1269128970598654
-16.37525,0.1325897215366321
-16.375125,0.1369308226073097
-16.375,0.1409359543384783
-16.374875,0.1429395394479837
-16.37475,0.1442773013421821
-16.374625,0.1456109862606381
-16.3745,0.1466127788153956
-16.374375,0.1472806405185787
-16.37425,0.1476145713701629
-16.374125,0.1476145713701629
-16.374,0.1472806405185738
-16.373875,0.1469467096669993
-16.37375,0.1459449171122563
-16.373625,0.1442752628543206
-16.3735,0.1426056085963995
-16.373375,0.1402680926353098
-16.37325,0.1372627149709984
-16.373125,0.1335894756036788
-16.373,0.1299162362362523
-16.372875,0.1269108585719408
-16.37275,0.1229057268407721
-16.372625,0.1192304489855035
-16.3725,0.1152232787664345
-16.372375,0.1112161085475404
-16.37225,0.1065410766253709
-16.372125,0.09986245959361831
-16.372,0.0925180193466074
-16.371875,0.08683915638183343
-16.37175,0.07982660849843831
-16.371625,0.07114440635750108
-16.3715,0.06212827336473178
-16.371375,0.05311214037182645
-16.37125,0.04476386908222076
-16.371125,0.03674952864419929
-16.371,0.02973698076084304
-16.370875,0.02372622543250187
